,CLIENTNUM,Categoria,Idade,Sexo,Dependentes,Educação,Estado Civil,Faixa Salarial Anual,Categoria Cartão,Meses como Cliente,Produtos Contratados,Inatividade 12m,Contatos 12m,Limite,Limite Consumido,Limite Disponível,Mudanças Transacoes_Q4_Q1,Valor Transacoes 12m,Qtde Transacoes 12m,Mudança Qtde Transações_Q4_Q1,Taxa de Utilização Cartão
8360,721041483,Cancelado,45,M,4,Doutorado,Casado,$60K - $80K,Blue,37,1,2,2,13093.0,2517,10576.0,426.0,2032,39,444.0,192.0
8378,708416433,Cancelado,41,F,1,Ensino Médio,Solteiro,Less than $40K,Blue,36,4,3,2,2372.0,0,2372.0,597.0,2499,41,464.0,0.0
8379,779183958,Cancelado,45,F,2,Ensino Superior,Solteiro,Less than $40K,Blue,33,1,3,4,1492.0,0,1492.0,502.0,2469,38,267.0,0.0
8389,711666708,Cancelado,52,F,2,Ensino Médio,Casado,Não informado,Blue,39,1,3,4,2233.0,1790,443.0,798.0,2888,50,562.0,802.0
8398,819634233,Cancelado,46,F,2,Ensino Superior,Não informado,Less than $40K,Blue,40,5,2,2,6568.0,0,6568.0,101.0,1507,33,222.0,0.0
8425,719868183,Cancelado,42,F,3,Ensino Médio,Casado,$40K - $60K,Blue,30,5,3,2,1456.0,0,1456.0,694.0,2843,42,0.5,0.0
8431,767404083,Cancelado,52,M,2,Ensino Superior,Solteiro,$60K - $80K,Blue,45,2,3,3,3460.0,0,3460.0,466.0,2355,47,621.0,0.0
8433,772127508,Cancelado,31,F,1,Sem ensino formal,Casado,Less than $40K,Blue,20,6,2,2,1438.3,0,1438.3,706.0,2614,49,531.0,0.0
8442,796083783,Cancelado,55,F,2,Ensino Superior Incompleto,Solteiro,Não informado,Blue,49,1,0,6,1438.3,0,1438.3,608.0,2278,57,727.0,0.0
8445,778441533,Cancelado,45,F,4,Ensino Médio,Solteiro,Não informado,Blue,26,6,2,2,4549.0,1631,2918.0,779.0,2240,34,478.0,359.0
8450,712683633,Cancelado,32,F,0,Não informado,Casado,Less than $40K,Blue,36,5,3,3,1438.3,0,1438.3,569.0,2464,37,321.0,0.0
8464,708885558,Cancelado,56,F,1,Ensino Médio,Solteiro,Less than $40K,Blue,48,1,5,2,3556.0,0,3556.0,596.0,2220,45,731.0,0.0
8467,719150658,Cancelado,51,F,2,Ensino Superior,Casado,Não informado,Blue,34,2,3,2,7551.0,0,7551.0,894.0,2977,46,394.0,0.0
8470,716354883,Cancelado,59,F,0,Ensino Superior,Não informado,Não informado,Blue,49,2,3,2,9076.0,0,9076.0,899.0,3048,53,656.0,0.0
8472,720150858,Cancelado,34,M,2,Ensino Médio,Casado,$80K - $120K,Blue,25,6,2,0,1439.0,0,1439.0,0.89,2932,44,913.0,0.0
8486,711092658,Cancelado,39,F,3,Ensino Superior,Casado,Não informado,Blue,26,2,2,3,4376.0,855,3521.0,839.0,2862,52,733.0,195.0
8492,779247483,Cancelado,46,F,1,Sem ensino formal,Não informado,Não informado,Blue,28,5,2,6,2069.0,0,2069.0,656.0,2754,55,667.0,0.0
8496,772306383,Cancelado,57,F,3,Não informado,Não informado,Less than $40K,Blue,43,5,3,2,1462.0,0,1462.0,602.0,2299,42,312.0,0.0
8503,719759733,Cancelado,59,F,0,Não informado,Solteiro,$40K - $60K,Blue,52,2,4,3,1852.0,0,1852.0,902.0,2851,49,0.75,0.0
8505,822170733,Cancelado,45,F,4,Ensino Superior Incompleto,Solteiro,Less than $40K,Blue,41,6,3,2,3785.0,2517,1268.0,574.0,2401,54,742.0,665.0
8507,719299533,Cancelado,55,F,1,Não informado,Não informado,Less than $40K,Blue,36,2,3,2,3626.0,795,2831.0,896.0,2954,42,556.0,219.0
8513,716688183,Cancelado,51,F,1,Ensino Médio,Casado,Less than $40K,Blue,43,4,3,3,1665.0,1521,144.0,874.0,2878,45,452.0,914.0
8520,741517458,Cancelado,49,F,4,Ensino Superior,Casado,Less than $40K,Blue,42,2,4,3,2575.0,2517,58.0,0.31,1874,40,739.0,977.0
8524,772286658,Cancelado,63,M,1,Ensino Superior,Solteiro,$60K - $80K,Blue,52,6,4,3,14324.0,2507,11817.0,433.0,2083,56,647.0,175.0
8526,771045708,Cancelado,41,F,5,Ensino Superior,Casado,Less than $40K,Blue,28,2,3,3,1504.0,970,534.0,864.0,2801,51,1217.0,645.0
8532,720460083,Cancelado,45,F,4,Não informado,Solteiro,Não informado,Gold,27,1,2,3,34516.0,0,34516.0,331.0,2198,42,355.0,0.0
8538,717874533,Cancelado,46,M,2,Ensino Médio,Solteiro,$40K - $60K,Blue,36,5,2,2,6362.0,0,6362.0,596.0,1968,51,759.0,0.0
8543,712136058,Cancelado,54,F,2,Ensino Superior Incompleto,Solteiro,Não informado,Blue,36,1,3,3,8827.0,0,8827.0,782.0,2643,50,515.0,0.0
8545,714276408,Cancelado,52,F,3,Sem ensino formal,Solteiro,$40K - $60K,Blue,36,2,3,3,1915.0,1445,470.0,374.0,2264,39,0.56,755.0
8550,713555133,Cancelado,56,F,3,Ensino Médio,Não informado,Less than $40K,Blue,44,4,3,2,1667.0,595,1072.0,0.63,2424,40,481.0,357.0
8551,711232608,Cancelado,47,F,5,Ensino Médio,Solteiro,Less than $40K,Blue,36,2,3,2,1636.0,0,1636.0,694.0,2235,35,591.0,0.0
8554,719590458,Cancelado,44,F,4,Ensino Superior,Casado,Less than $40K,Blue,36,6,3,3,1905.0,0,1905.0,845.0,3120,46,586.0,0.0
8558,807379833,Cancelado,48,M,3,Ensino Superior,Divorciado,$40K - $60K,Blue,43,2,3,3,9104.0,145,8959.0,765.0,2563,34,417.0,16.0
8564,778860783,Cancelado,57,M,2,Não informado,Divorciado,$120K +,Blue,38,1,2,4,24379.0,1116,23263.0,0.62,2836,41,281.0,46.0
8566,780008358,Cancelado,59,M,0,Sem ensino formal,Não informado,$60K - $80K,Blue,48,2,6,2,13172.0,0,13172.0,876.0,2598,47,621.0,0.0
8567,721274208,Cancelado,41,F,2,Ensino Médio,Solteiro,Less than $40K,Blue,36,4,3,3,2201.0,2104,97.0,648.0,2408,38,583.0,956.0
8568,714076683,Cancelado,29,F,0,Ensino Superior Incompleto,Casado,Less than $40K,Blue,19,2,1,2,3261.0,2517,744.0,636.0,2461,54,742.0,772.0
8573,812218908,Cancelado,46,F,2,Não informado,Casado,Less than $40K,Blue,36,2,3,2,4065.0,2517,1548.0,957.0,2899,51,821.0,619.0
8574,787482033,Cancelado,60,M,1,Ensino Médio,Divorciado,$80K - $120K,Blue,48,1,5,3,28930.0,0,28930.0,645.0,2251,27,227.0,0.0
8576,813810333,Cancelado,50,M,3,Post-Ensino Superior,Casado,$60K - $80K,Blue,45,6,4,3,2049.0,0,2049.0,974.0,2703,54,1.0,0.0
8613,802668333,Cancelado,49,M,2,Ensino Superior,Solteiro,$80K - $120K,Blue,43,2,3,3,2384.0,1919,465.0,0.5,3512,50,471.0,805.0
8623,710061783,Cancelado,49,M,1,Ensino Superior,Casado,$40K - $60K,Blue,40,6,1,4,14973.0,0,14973.0,895.0,4517,59,439.0,0.0
8661,789312033,Cancelado,48,F,4,Post-Ensino Superior,Solteiro,Less than $40K,Blue,38,3,3,3,3874.0,460,3414.0,1023.0,4921,51,645.0,119.0
8664,713425383,Cancelado,59,F,1,Ensino Médio,Solteiro,Less than $40K,Blue,46,2,3,2,7484.0,1939,5545.0,994.0,4923,56,333.0,259.0
8665,770842833,Cancelado,49,F,3,Ensino Médio,Casado,Não informado,Silver,36,2,3,3,34516.0,1273,33243.0,977.0,4777,51,457.0,37.0
8676,809464608,Cancelado,47,F,3,Ensino Médio,Casado,Não informado,Silver,31,3,3,2,34516.0,2517,31999.0,618.0,2691,42,0.5,73.0
8700,712925808,Cancelado,51,F,1,Não informado,Casado,$40K - $60K,Blue,36,2,3,2,2710.0,0,2710.0,999.0,4724,60,395.0,0.0
8716,708419733,Cancelado,47,M,3,Ensino Superior Incompleto,Solteiro,$60K - $80K,Blue,39,5,3,2,22599.0,0,22599.0,1039.0,4739,55,486.0,0.0
8735,801380808,Cancelado,44,M,2,Doutorado,Casado,$80K - $120K,Blue,38,1,2,1,25894.0,2517,23377.0,1046.0,4847,49,815.0,97.0
8736,716329383,Cancelado,46,F,3,Ensino Superior,Solteiro,Less than $40K,Blue,36,4,2,3,3138.0,986,2152.0,1002.0,4724,56,806.0,314.0
8749,715327683,Cancelado,45,F,4,Post-Ensino Superior,Solteiro,Less than $40K,Blue,36,1,3,3,4477.0,2517,1960.0,1022.0,4996,55,486.0,562.0
8752,718958583,Cancelado,44,M,4,Post-Ensino Superior,Solteiro,$80K - $120K,Blue,36,5,3,2,2367.0,1606,761.0,956.0,4506,59,639.0,678.0
8756,778863258,Cancelado,46,F,4,Não informado,Casado,Não informado,Blue,27,1,2,3,6030.0,0,6030.0,1031.0,4983,62,442.0,0.0
8757,712075083,Cancelado,50,M,4,Ensino Médio,Solteiro,$120K +,Blue,41,4,3,3,6982.0,0,6982.0,1018.0,4830,50,724.0,0.0
8759,720903258,Cancelado,48,M,3,Não informado,Não informado,$60K - $80K,Blue,28,2,2,1,9405.0,0,9405.0,1033.0,4801,47,382.0,0.0
8767,811700058,Cancelado,41,M,2,Ensino Superior,Solteiro,$60K - $80K,Gold,36,2,3,3,34516.0,687,33829.0,1015.0,4822,57,295.0,0.02
8769,720164358,Cancelado,53,F,4,Ensino Superior,Solteiro,$40K - $60K,Blue,43,1,3,2,6058.0,0,6058.0,997.0,4754,60,463.0,0.0
8771,711325308,Cancelado,46,M,3,Não informado,Solteiro,$80K - $120K,Blue,34,4,3,3,9959.0,0,9959.0,1049.0,4859,64,524.0,0.0
8777,709893858,Cancelado,43,M,3,Post-Ensino Superior,Casado,$40K - $60K,Blue,36,6,2,2,9422.0,2108,7314.0,891.0,4633,58,611.0,224.0
8780,711854808,Cancelado,41,M,3,Ensino Médio,Casado,$120K +,Blue,32,2,2,1,34516.0,0,34516.0,965.0,4734,57,541.0,0.0
8784,720891633,Cancelado,53,F,2,Ensino Médio,Solteiro,Less than $40K,Blue,46,6,1,2,3199.0,0,3199.0,1047.0,4805,59,639.0,0.0
8788,769152783,Cancelado,60,F,2,Ensino Médio,Solteiro,Less than $40K,Blue,54,1,6,2,8141.0,1811,6330.0,1043.0,5043,53,432.0,222.0
8797,779315508,Cancelado,43,M,4,Post-Ensino Superior,Solteiro,$40K - $60K,Blue,25,1,2,2,9043.0,1974,7069.0,1027.0,4638,48,655.0,218.0
8814,789560433,Cancelado,49,M,3,Post-Ensino Superior,Solteiro,$60K - $80K,Blue,42,2,4,2,14895.0,0,14895.0,1043.0,5147,53,559.0,0.0
8817,771097683,Cancelado,43,M,2,Ensino Médio,Solteiro,$120K +,Blue,30,1,2,2,10896.0,2517,8379.0,1028.0,4935,58,487.0,231.0
8820,711736083,Cancelado,47,F,4,Ensino Superior Incompleto,Divorciado,Não informado,Blue,36,4,3,3,6769.0,274,6495.0,998.0,4885,54,0.35,0.04
8825,718304583,Cancelado,43,M,2,Não informado,Casado,$60K - $80K,Gold,33,1,3,2,34516.0,1085,33431.0,1047.0,4805,54,588.0,31.0
8833,780450708,Cancelado,58,M,1,Ensino Superior Incompleto,Solteiro,$120K +,Silver,45,1,3,2,34516.0,0,34516.0,964.0,4864,48,548.0,0.0
8857,714342033,Cancelado,52,M,1,Ensino Médio,Casado,$120K +,Blue,34,2,3,1,34516.0,0,34516.0,1038.0,4863,56,474.0,0.0
8859,788943333,Cancelado,51,M,3,Post-Ensino Superior,Casado,$80K - $120K,Silver,37,6,2,2,34516.0,989,33527.0,1021.0,4810,55,341.0,29.0
8863,714077583,Cancelado,43,M,3,Post-Ensino Superior,Casado,$40K - $60K,Platinum,31,2,3,4,23981.0,593,23388.0,987.0,4758,65,512.0,25.0
8864,720939933,Cancelado,46,F,4,Não informado,Solteiro,Less than $40K,Blue,33,5,3,5,2879.0,0,2879.0,1031.0,4684,56,556.0,0.0
8880,716212383,Cancelado,38,M,1,Ensino Médio,Solteiro,$120K +,Blue,30,5,3,3,10874.0,2415,8459.0,933.0,4619,59,372.0,222.0
8881,757667133,Cancelado,54,M,2,Ensino Superior Incompleto,Solteiro,$80K - $120K,Blue,47,2,2,2,13769.0,0,13769.0,1058.0,4738,53,395.0,0.0
8882,794571108,Cancelado,39,M,2,Ensino Superior,Divorciado,$40K - $60K,Silver,23,5,2,3,17894.0,304,17590.0,965.0,4691,63,465.0,17.0
8888,714938733,Cancelado,48,M,1,Post-Ensino Superior,Solteiro,$80K - $120K,Blue,38,4,2,2,13174.0,0,13174.0,955.0,4890,49,485.0,0.0
8903,716199408,Cancelado,52,F,2,Ensino Superior,Solteiro,Não informado,Blue,41,2,3,3,3608.0,2517,1091.0,1057.0,4907,53,559.0,698.0
8905,790051758,Cancelado,50,M,2,Ensino Superior,Solteiro,$120K +,Blue,42,2,1,2,31782.0,0,31782.0,1056.0,4800,53,395.0,0.0
8911,807393558,Cancelado,51,M,4,Não informado,Solteiro,$120K +,Silver,46,2,3,3,34516.0,1279,33237.0,1.02,4615,49,581.0,37.0
8928,711167808,Cancelado,40,M,4,Não informado,Solteiro,$60K - $80K,Blue,30,4,3,6,18975.0,0,18975.0,1028.0,4803,65,548.0,0.0
8936,717579258,Cancelado,36,M,1,Não informado,Não informado,$40K - $60K,Blue,36,2,3,3,6893.0,1462,5431.0,1031.0,4782,50,351.0,212.0
8940,716609433,Cancelado,55,M,2,Ensino Médio,Divorciado,$120K +,Blue,46,5,3,2,16828.0,2517,14311.0,1059.0,4939,63,465.0,0.15
8952,720962208,Cancelado,42,M,2,Post-Ensino Superior,Casado,$60K - $80K,Blue,27,2,2,2,2476.0,2250,226.0,969.0,4659,48,0.6,909.0
8959,793608258,Cancelado,54,F,3,Ensino Superior,Solteiro,Less than $40K,Silver,48,1,5,2,13432.0,0,13432.0,918.0,4909,50,316.0,0.0
8961,771411408,Cancelado,50,M,1,Post-Ensino Superior,Não informado,$80K - $120K,Blue,38,2,3,4,2673.0,0,2673.0,1043.0,4929,54,459.0,0.0
8967,720006333,Cancelado,48,M,2,Ensino Superior Incompleto,Divorciado,$80K - $120K,Blue,40,4,3,3,4479.0,0,4479.0,0.89,4520,63,0.37,0.0
8990,791730183,Cancelado,38,F,2,Ensino Superior Incompleto,Não informado,Less than $40K,Blue,32,2,2,6,7385.0,1817,5568.0,1029.0,5070,50,389.0,246.0
8992,712582983,Cancelado,47,F,3,Ensino Superior,Casado,Less than $40K,Silver,36,4,3,1,14057.0,1381,12676.0,1039.0,4729,54,742.0,98.0
8999,713003358,Cancelado,40,M,3,Ensino Superior,Solteiro,$80K - $120K,Blue,30,2,2,2,29338.0,159,29179.0,1017.0,4983,40,379.0,5.0
9008,718259433,Cancelado,45,F,3,Ensino Médio,Casado,Não informado,Blue,40,1,4,2,8383.0,0,8383.0,1036.0,5460,63,853.0,0.0
9010,720655833,Cancelado,48,F,4,Ensino Médio,Casado,Less than $40K,Blue,30,2,3,2,2913.0,0,2913.0,1058.0,4955,56,806.0,0.0
9014,711742758,Cancelado,43,F,5,Ensino Superior Incompleto,Solteiro,$40K - $60K,Blue,32,2,3,1,11508.0,0,11508.0,1005.0,5242,74,574.0,0.0
9017,712157958,Cancelado,44,M,3,Ensino Médio,Casado,$80K - $120K,Blue,36,1,3,2,10908.0,0,10908.0,983.0,4883,42,0.5,0.0
9026,711332883,Cancelado,62,M,1,Ensino Médio,Solteiro,$60K - $80K,Blue,46,2,3,3,7547.0,2477,5070.0,1021.0,5294,73,698.0,328.0
9027,717696333,Cancelado,44,M,4,Não informado,Casado,$120K +,Blue,36,4,3,3,34516.0,0,34516.0,1043.0,5425,60,875.0,0.0
9047,718353633,Cancelado,50,M,1,Post-Ensino Superior,Não informado,$80K - $120K,Gold,36,2,3,2,34516.0,0,34516.0,1032.0,5547,75,744.0,0.0
9061,789412458,Cancelado,44,M,2,Post-Ensino Superior,Casado,$60K - $80K,Blue,34,6,3,4,23026.0,2517,20509.0,1032.0,4909,52,625.0,109.0
9063,711249858,Cancelado,49,M,4,Não informado,Casado,$80K - $120K,Blue,38,2,3,2,29890.0,0,29890.0,0.64,3315,47,382.0,0.0
9068,719071158,Cancelado,54,F,0,Ensino Superior,Solteiro,Não informado,Platinum,38,2,2,2,34516.0,0,34516.0,695.0,3901,54,421.0,0.0
9074,719714658,Cancelado,61,M,0,Post-Ensino Superior,Solteiro,$60K - $80K,Blue,43,5,3,2,12218.0,0,12218.0,1005.0,5272,62,0.59,0.0
9085,716858433,Cancelado,43,F,4,Ensino Superior,Solteiro,Less than $40K,Blue,32,4,3,1,3015.0,0,3015.0,1058.0,5372,75,596.0,0.0
9087,714052158,Cancelado,49,M,2,Ensino Médio,Casado,$120K +,Blue,39,2,3,2,11714.0,949,10765.0,1036.0,5366,68,659.0,81.0
9097,720178158,Cancelado,46,F,4,Ensino Médio,Não informado,Less than $40K,Blue,37,5,3,3,7552.0,0,7552.0,1047.0,5537,63,853.0,0.0
9099,710958933,Cancelado,43,M,3,Ensino Superior,Solteiro,$40K - $60K,Blue,35,5,3,2,6080.0,787,5293.0,975.0,4866,56,647.0,129.0
9100,720698883,Cancelado,51,M,1,Ensino Médio,Solteiro,$80K - $120K,Blue,38,2,3,3,28605.0,0,28605.0,1054.0,5524,67,718.0,0.0
9101,780384483,Cancelado,49,M,4,Não informado,Não informado,$80K - $120K,Blue,39,2,2,2,2886.0,925,1961.0,946.0,5481,58,758.0,321.0
9102,714190983,Cancelado,51,F,2,Ensino Superior,Solteiro,Não informado,Platinum,32,2,3,3,34516.0,531,33985.0,0.98,5418,65,711.0,15.0
9112,742865883,Cancelado,46,F,3,Não informado,Solteiro,$40K - $60K,Blue,39,4,3,3,9110.0,2517,6593.0,1052.0,5290,69,816.0,276.0
9120,755212608,Cancelado,50,M,2,Não informado,Casado,$40K - $60K,Blue,43,4,3,3,13067.0,0,13067.0,1061.0,5468,71,775.0,0.0
9121,716486508,Cancelado,45,F,3,Ensino Médio,Casado,$40K - $60K,Blue,37,6,2,2,3399.0,0,3399.0,991.0,5529,78,0.66,0.0
9129,798553158,Cancelado,62,F,1,Ensino Superior,Solteiro,Less than $40K,Blue,56,1,2,1,3109.0,0,3109.0,1054.0,5470,72,674.0,0.0
9135,711613308,Cancelado,58,M,2,Não informado,Solteiro,$60K - $80K,Blue,48,2,1,2,2236.0,710,1526.0,434.0,2562,38,462.0,318.0
9136,718558758,Cancelado,34,M,1,Não informado,Solteiro,$80K - $120K,Blue,22,1,2,2,3711.0,1413,2298.0,175.0,3922,51,645.0,381.0
9137,718504233,Cancelado,43,F,4,Sem ensino formal,Casado,Less than $40K,Blue,30,2,2,3,2082.0,1794,288.0,735.0,3423,48,0.92,862.0
9142,813804783,Cancelado,41,F,1,Ensino Médio,Solteiro,$40K - $60K,Blue,36,4,3,3,2667.0,0,2667.0,494.0,4399,54,862.0,0.0
9144,715649358,Cancelado,39,M,2,Ensino Superior Incompleto,Casado,$60K - $80K,Blue,26,1,2,2,3879.0,0,3879.0,928.0,7786,81,929.0,0.0
9149,718732833,Cancelado,56,F,1,Ensino Superior Incompleto,Solteiro,Less than $40K,Blue,48,4,2,2,2783.0,1763,1020.0,344.0,3967,42,0.4,633.0
9152,803216433,Cancelado,43,F,5,Ensino Superior,Casado,Less than $40K,Silver,33,6,3,2,14806.0,2517,12289.0,558.0,4804,57,462.0,0.17
9156,820666083,Cancelado,41,M,2,Ensino Superior,Solteiro,$120K +,Blue,37,5,3,4,27742.0,2517,25225.0,835.0,8646,85,977.0,91.0
9157,712044558,Cancelado,51,F,1,Sem ensino formal,Solteiro,Less than $40K,Silver,41,6,2,3,14563.0,1309,13254.0,708.0,6408,70,944.0,0.09
9158,713131158,Cancelado,58,M,2,Sem ensino formal,Solteiro,$80K - $120K,Blue,46,1,3,1,10286.0,0,10286.0,908.0,8199,59,903.0,0.0
9163,718113633,Cancelado,41,M,3,Sem ensino formal,Casado,$120K +,Blue,36,1,2,3,34516.0,0,34516.0,377.0,5603,56,244.0,0.0
9166,708229308,Cancelado,49,F,2,Não informado,Casado,Less than $40K,Blue,41,5,2,2,3243.0,0,3243.0,685.0,6059,71,821.0,0.0
9172,710064033,Cancelado,45,M,3,Sem ensino formal,Casado,$40K - $60K,Blue,28,2,2,5,4572.0,0,4572.0,0.48,3555,42,0.4,0.0
9183,709319658,Cancelado,48,F,4,Ensino Superior,Solteiro,Less than $40K,Platinum,37,5,3,4,15987.0,0,15987.0,827.0,7681,71,0.69,0.0
9187,709764483,Cancelado,61,M,1,Ensino Superior,Não informado,$60K - $80K,Blue,53,1,1,2,6157.0,581,5576.0,583.0,4041,65,548.0,94.0
9194,812247033,Cancelado,51,F,3,Sem ensino formal,Casado,Less than $40K,Blue,46,5,5,2,3536.0,0,3536.0,542.0,3281,39,393.0,0.0
9195,717580458,Cancelado,43,M,4,Sem ensino formal,Divorciado,$80K - $120K,Blue,36,2,3,2,19333.0,0,19333.0,969.0,7847,63,0.75,0.0
9200,715610733,Cancelado,60,M,1,Sem ensino formal,Casado,$40K - $60K,Blue,47,6,1,5,3735.0,1175,2560.0,1036.0,8193,66,0.65,315.0
9201,710161083,Cancelado,62,F,0,Sem ensino formal,Solteiro,Less than $40K,Blue,36,6,3,3,5780.0,0,5780.0,394.0,6613,40,429.0,0.0
9209,715799808,Cancelado,52,M,0,Ensino Médio,Solteiro,$60K - $80K,Blue,39,4,3,2,3764.0,0,3764.0,776.0,6574,69,865.0,0.0
9211,711838008,Cancelado,37,M,3,Ensino Superior,Casado,$60K - $80K,Blue,28,2,3,2,6407.0,478,5929.0,1022.0,9322,77,833.0,75.0
9212,711826983,Cancelado,47,F,3,Não informado,Casado,$40K - $60K,Blue,36,4,3,6,5822.0,0,5822.0,655.0,3240,38,652.0,0.0
9218,708369633,Cancelado,34,F,3,Ensino Superior,Casado,Less than $40K,Gold,36,6,3,2,15487.0,1847,13640.0,943.0,7031,67,811.0,119.0
9221,714959358,Cancelado,50,M,3,Ensino Médio,Casado,$80K - $120K,Silver,36,5,3,3,34516.0,2292,32224.0,876.0,8045,71,868.0,66.0
9223,719593608,Cancelado,56,M,1,Sem ensino formal,Casado,$80K - $120K,Blue,36,6,2,1,33870.0,0,33870.0,872.0,7661,61,525.0,0.0
9224,715830558,Cancelado,50,M,2,Sem ensino formal,Não informado,$120K +,Blue,38,6,2,1,34516.0,397,34119.0,914.0,7454,81,841.0,12.0
9226,714941358,Cancelado,53,F,4,Ensino Superior,Casado,Less than $40K,Blue,36,2,3,6,4005.0,0,4005.0,896.0,7022,75,667.0,0.0
9227,716088783,Cancelado,60,M,0,Ensino Superior Incompleto,Casado,$80K - $120K,Blue,50,1,4,2,29239.0,0,29239.0,1057.0,8169,65,585.0,0.0
9228,718458858,Cancelado,41,M,4,Ensino Superior,Solteiro,$80K - $120K,Silver,29,2,3,6,34516.0,0,34516.0,434.0,3526,53,828.0,0.0
9230,715630983,Cancelado,31,F,0,Ensino Superior,Solteiro,Less than $40K,Blue,21,4,2,3,4598.0,0,4598.0,439.0,6317,77,833.0,0.0
9231,712768983,Cancelado,51,M,4,Ensino Superior,Solteiro,$80K - $120K,Silver,42,6,4,2,34516.0,230,34286.0,1004.0,8629,65,548.0,7.0
9232,716881683,Cancelado,45,M,5,Sem ensino formal,Casado,$80K - $120K,Blue,34,2,3,3,3435.0,2517,918.0,332.0,5567,51,545.0,733.0
9240,717529233,Cancelado,40,F,3,Ensino Superior,Solteiro,Less than $40K,Blue,30,4,3,2,3319.0,0,3319.0,262.0,4840,44,375.0,0.0
9244,711794358,Cancelado,61,M,0,Ensino Superior Incompleto,Solteiro,$80K - $120K,Blue,50,2,4,3,21398.0,0,21398.0,695.0,3119,53,767.0,0.0
9245,719683158,Cancelado,56,F,2,Não informado,Casado,Less than $40K,Blue,48,2,4,2,4746.0,0,4746.0,862.0,7154,66,1062.0,0.0
9250,716260833,Cancelado,56,F,5,Não informado,Solteiro,Less than $40K,Blue,36,6,3,5,4668.0,2517,2151.0,1062.0,8331,63,853.0,539.0
9266,719694408,Cancelado,30,F,1,Ensino Superior Incompleto,Solteiro,Less than $40K,Blue,36,4,3,6,4541.0,0,4541.0,976.0,7996,80,778.0,0.0
9268,718045008,Cancelado,31,M,0,Post-Ensino Superior,Casado,Less than $40K,Blue,21,1,2,2,3768.0,0,3768.0,799.0,6639,71,1152.0,0.0
9277,811076883,Cancelado,45,M,3,Ensino Superior,Casado,$40K - $60K,Blue,40,1,4,3,7979.0,0,7979.0,465.0,5056,63,853.0,0.0
9280,716863458,Cancelado,44,M,2,Sem ensino formal,Solteiro,$80K - $120K,Silver,36,2,3,3,34516.0,569,33947.0,919.0,8570,68,789.0,16.0
9281,766821033,Cancelado,61,M,0,Não informado,Solteiro,$120K +,Blue,46,6,3,3,4650.0,1162,3488.0,0.82,7976,74,1056.0,0.25
9285,714615258,Cancelado,32,M,1,Ensino Médio,Solteiro,$40K - $60K,Blue,36,6,3,2,4819.0,2134,2685.0,834.0,9330,64,882.0,443.0
9299,710455608,Cancelado,40,M,3,Ensino Médio,Solteiro,$80K - $120K,Blue,36,2,3,2,4620.0,0,4620.0,654.0,6644,61,694.0,0.0
9302,713514633,Cancelado,59,M,2,Ensino Superior,Solteiro,$60K - $80K,Blue,50,2,4,2,6224.0,0,6224.0,801.0,8291,69,1029.0,0.0
9307,717571683,Cancelado,47,F,4,Sem ensino formal,Casado,$40K - $60K,Gold,34,2,3,3,23981.0,0,23981.0,196.0,4536,61,605.0,0.0
9313,712021233,Cancelado,33,M,3,Ensino Superior,Casado,$60K - $80K,Blue,15,5,1,3,23399.0,0,23399.0,1051.0,9356,74,0.85,0.0
9321,712916958,Cancelado,55,F,2,Ensino Superior,Casado,Não informado,Blue,36,5,3,2,12494.0,0,12494.0,576.0,7026,69,917.0,0.0
9322,716124408,Cancelado,32,M,2,Ensino Superior,Solteiro,$120K +,Gold,22,2,2,3,34516.0,1692,32824.0,983.0,7486,64,0.73,49.0
9327,800758233,Cancelado,30,M,0,Ensino Superior Incompleto,Solteiro,$60K - $80K,Blue,24,6,2,2,4109.0,0,4109.0,949.0,8642,77,481.0,0.0
9333,821241708,Cancelado,47,M,4,Não informado,Não informado,$80K - $120K,Blue,42,1,4,1,7953.0,0,7953.0,1031.0,8670,74,574.0,0.0
9334,716987358,Cancelado,29,M,0,Post-Ensino Superior,Divorciado,$60K - $80K,Blue,15,2,1,3,8022.0,0,8022.0,381.0,5660,59,735.0,0.0
9337,709259958,Cancelado,53,F,1,Ensino Superior,Solteiro,Less than $40K,Blue,44,1,3,2,5541.0,2517,3024.0,879.0,9195,73,825.0,454.0
9346,709213458,Cancelado,42,M,3,Ensino Médio,Casado,$80K - $120K,Blue,36,1,3,2,22993.0,0,22993.0,1004.0,7867,75,786.0,0.0
9356,718252533,Cancelado,30,F,0,Ensino Superior,Divorciado,Less than $40K,Blue,18,5,1,1,4203.0,996,3207.0,705.0,7292,68,0.7,237.0
9358,717898758,Cancelado,55,F,2,Ensino Superior,Casado,Less than $40K,Silver,45,6,3,3,12207.0,0,12207.0,319.0,5838,74,1056.0,0.0
9363,770220558,Cancelado,57,M,3,Não informado,Solteiro,$60K - $80K,Blue,51,1,6,1,5859.0,0,5859.0,914.0,8004,82,708.0,0.0
9369,708662583,Cancelado,41,M,3,Não informado,Casado,$60K - $80K,Silver,29,1,3,4,27945.0,0,27945.0,902.0,8345,70,1059.0,0.0
9375,708152358,Cancelado,54,M,1,Post-Ensino Superior,Não informado,$80K - $120K,Blue,36,1,3,2,18512.0,1664,16848.0,889.0,8019,57,583.0,0.09
9382,709075533,Cancelado,41,M,5,Sem ensino formal,Solteiro,$80K - $120K,Blue,32,4,3,3,12094.0,0,12094.0,995.0,8607,90,957.0,0.0
